x1,x2,x3,x4
3789.0625,3945.3125,5200.1953125,6762.6953125
3764.6484375,3959.9609375,5195.3125,6743.1640625
3793.9453125,3979.4921875,5200.1953125,6757.8125
3779.296875,3955.078125,5185.546875,6728.515625
3813.4765625,3955.078125,5175.78125,6728.515625
3798.828125,3969.7265625,5180.6640625,6699.21875
3808.59375,3964.84375,5170.8984375,6708.984375
3818.359375,3979.4921875,5170.8984375,6713.8671875
3808.59375,3984.375,5156.25,6704.1015625
3803.7109375,3979.4921875,5151.3671875,6699.21875
3798.828125,3984.375,5156.25,6694.3359375
3774.4140625,3984.375,5146.484375,6694.3359375
3789.0625,4013.671875,5136.71875,6674.8046875
3764.6484375,3994.140625,5141.6015625,6684.5703125
3789.0625,3984.375,5117.1875,6669.921875
3730.46875,4013.671875,5131.8359375,6669.921875
3745.1171875,4003.90625,5117.1875,6650.390625
3754.8828125,4018.5546875,5126.953125,6655.2734375
3720.703125,4033.203125,5097.65625,6630.859375
3710.9375,4033.203125,5102.5390625,6621.09375
3715.8203125,4038.0859375,5126.953125,6635.7421875
3720.703125,4033.203125,5122.0703125,6635.7421875
3696.2890625,4033.203125,5126.953125,6635.7421875
3706.0546875,4042.96875,5092.7734375,6611.328125
3696.2890625,4047.8515625,5112.3046875,6611.328125
3691.40625,4038.0859375,5092.7734375,6625.9765625
3696.2890625,4038.0859375,5117.1875,6640.625
3657.2265625,4038.0859375,5122.0703125,6630.859375
3676.7578125,4067.3828125,5136.71875,6655.2734375
3676.7578125,4052.734375,5131.8359375,6650.390625
3642.578125,4052.734375,5126.953125,6665.0390625
3676.7578125,4042.96875,5126.953125,6669.921875
3666.9921875,4028.3203125,5156.25,6674.8046875
3662.109375,4023.4375,5141.6015625,6665.0390625
3657.2265625,4008.7890625,5151.3671875,6674.8046875
3676.7578125,3999.0234375,5146.484375,6684.5703125
3671.875,3999.0234375,5166.015625,6679.6875
3632.8125,4013.671875,5161.1328125,6699.21875
3662.109375,4023.4375,5170.8984375,6708.984375
3671.875,3989.2578125,5166.015625,6708.984375
3725.5859375,3959.9609375,5175.78125,6699.21875
3696.2890625,3964.84375,5175.78125,6728.515625
3696.2890625,3964.84375,5200.1953125,6718.75
3686.5234375,3964.84375,5180.6640625,6723.6328125
3681.640625,3969.7265625,5195.3125,6733.3984375
3681.640625,3979.4921875,5180.6640625,6723.6328125
3686.5234375,3974.609375,5205.078125,6733.3984375
3676.7578125,3950.1953125,5170.8984375,6723.6328125
3696.2890625,3940.4296875,5200.1953125,6728.515625
3696.2890625,3955.078125,5200.1953125,6738.28125
3720.703125,3959.9609375,5224.609375,6752.9296875
3701.171875,3955.078125,5205.078125,6728.515625
3691.40625,3950.1953125,5219.7265625,6757.8125
3701.171875,3955.078125,5214.84375,6738.28125
3715.8203125,3950.1953125,5224.609375,6772.4609375
3720.703125,3935.546875,5205.078125,6738.28125
3696.2890625,3940.4296875,5209.9609375,6718.75
3720.703125,3955.078125,5185.546875,6723.6328125
3706.0546875,3940.4296875,5205.078125,6708.984375
3735.3515625,3945.3125,5185.546875,6713.8671875
3710.9375,3950.1953125,5166.015625,6699.21875
3725.5859375,3984.375,5175.78125,6689.453125
3740.234375,3955.078125,5156.25,6674.8046875
3735.3515625,3950.1953125,5136.71875,6674.8046875
3740.234375,3964.84375,5156.25,6665.0390625
3735.3515625,3959.9609375,5146.484375,6660.15625
3740.234375,3969.7265625,5122.0703125,6660.15625
3735.3515625,3984.375,5131.8359375,6684.5703125
3720.703125,3994.140625,5117.1875,6660.15625
3715.8203125,3999.0234375,5117.1875,6640.625
3701.171875,3979.4921875,5102.5390625,6630.859375
3701.171875,3974.609375,5102.5390625,6645.5078125
3691.40625,3994.140625,5097.65625,6616.2109375
3701.171875,4033.203125,5117.1875,6625.9765625
3686.5234375,4008.7890625,5083.0078125,6630.859375
3691.40625,4013.671875,5078.125,6640.625
3681.640625,4008.7890625,5097.65625,6621.09375
3671.875,4042.96875,5087.890625,6611.328125
3686.5234375,4008.7890625,5087.890625,6591.796875
3671.875,4042.96875,5078.125,6616.2109375
3662.109375,4028.3203125,5087.890625,6596.6796875
3657.2265625,4038.0859375,5063.4765625,6621.09375
3627.9296875,4038.0859375,5092.7734375,6621.09375
3657.2265625,4042.96875,5087.890625,6635.7421875
3637.6953125,4042.96875,5092.7734375,6616.2109375
3627.9296875,4057.6171875,5097.65625,6635.7421875
3618.1640625,4047.8515625,5141.6015625,6630.859375
3627.9296875,4047.8515625,5122.0703125,6645.5078125
3627.9296875,4018.5546875,5126.953125,6640.625
3637.6953125,4023.4375,5131.8359375,6655.2734375
3623.046875,3984.375,5117.1875,6640.625
3632.8125,3999.0234375,5112.3046875,6655.2734375
3623.046875,3979.4921875,5126.953125,6665.0390625
3623.046875,3994.140625,5117.1875,6694.3359375
3632.8125,3984.375,5131.8359375,6669.921875
3613.28125,4003.90625,5131.8359375,6694.3359375
3671.875,3984.375,5170.8984375,6694.3359375
3632.8125,3974.609375,5161.1328125,6669.921875
3652.34375,3969.7265625,5151.3671875,6699.21875
3662.109375,3969.7265625,5136.71875,6704.1015625
3671.875,3964.84375,5170.8984375,6704.1015625
3681.640625,3959.9609375,5161.1328125,6713.8671875
3666.9921875,3950.1953125,5161.1328125,6723.6328125
3691.40625,3925.78125,5175.78125,6757.8125
3676.7578125,3955.078125,5156.25,6723.6328125
3671.875,3964.84375,5156.25,6743.1640625
3696.2890625,3955.078125,5161.1328125,6728.515625
3681.640625,3945.3125,5185.546875,6757.8125
3701.171875,3940.4296875,5180.6640625,6762.6953125
3691.40625,3945.3125,5195.3125,6752.9296875
3701.171875,3950.1953125,5200.1953125,6748.046875
3730.46875,3935.546875,5170.8984375,6757.8125
3701.171875,3925.78125,5175.78125,6728.515625
3691.40625,3940.4296875,5166.015625,6723.6328125
3710.9375,3959.9609375,5170.8984375,6728.515625
3715.8203125,3945.3125,5175.78125,6733.3984375
3706.0546875,3940.4296875,5156.25,6708.984375
3715.8203125,3930.6640625,5151.3671875,6694.3359375
3710.9375,3959.9609375,5146.484375,6689.453125
3706.0546875,3959.9609375,5131.8359375,6665.0390625
3715.8203125,3955.078125,5122.0703125,6694.3359375
3706.0546875,3969.7265625,5117.1875,6674.8046875
3725.5859375,3959.9609375,5112.3046875,6694.3359375
3701.171875,3984.375,5107.421875,6665.0390625
3691.40625,3974.609375,5102.5390625,6669.921875
3706.0546875,3989.2578125,5107.421875,6650.390625
3696.2890625,3964.84375,5102.5390625,6650.390625
3681.640625,3999.0234375,5097.65625,6640.625
3696.2890625,3994.140625,5083.0078125,6635.7421875
3691.40625,4023.4375,5068.359375,6645.5078125
3671.875,4003.90625,5073.2421875,6630.859375
3671.875,4018.5546875,5068.359375,6630.859375
3666.9921875,4013.671875,5078.125,6621.09375
3666.9921875,4042.96875,5078.125,6611.328125
3647.4609375,4033.203125,5058.59375,6616.2109375
3691.40625,4033.203125,5043.9453125,6665.0390625
3671.875,4013.671875,5053.7109375,6621.09375
3652.34375,4023.4375,5043.9453125,6630.859375
3657.2265625,4047.8515625,5053.7109375,6630.859375
3662.109375,4028.3203125,5073.2421875,6635.7421875
3671.875,4042.96875,5087.890625,6645.5078125
3657.2265625,4052.734375,5083.0078125,6640.625
3657.2265625,4062.5,5107.421875,6635.7421875
3627.9296875,4028.3203125,5092.7734375,6655.2734375
3637.6953125,4028.3203125,5102.5390625,6669.921875
3632.8125,4038.0859375,5083.0078125,6674.8046875
3642.578125,4018.5546875,5112.3046875,6665.0390625
3637.6953125,4028.3203125,5107.421875,6684.5703125
3652.34375,3994.140625,5136.71875,6674.8046875
3647.4609375,3994.140625,5112.3046875,6674.8046875
3637.6953125,3994.140625,5112.3046875,6679.6875
3652.34375,3999.0234375,5136.71875,6694.3359375
3652.34375,3994.140625,5122.0703125,6708.984375
3666.9921875,3984.375,5141.6015625,6708.984375
3662.109375,3979.4921875,5151.3671875,6708.984375
3666.9921875,3955.078125,5146.484375,6708.984375
3666.9921875,3959.9609375,5146.484375,6718.75
3676.7578125,3969.7265625,5161.1328125,6718.75
3676.7578125,3969.7265625,5151.3671875,6748.046875
3681.640625,3945.3125,5156.25,6723.6328125
3676.7578125,3955.078125,5156.25,6743.1640625
3681.640625,3959.9609375,5161.1328125,6762.6953125
3686.5234375,3945.3125,5170.8984375,6767.578125
3710.9375,3950.1953125,5170.8984375,6752.9296875
3691.40625,3935.546875,5185.546875,6757.8125
3710.9375,3940.4296875,5185.546875,6748.046875
3720.703125,3925.78125,5180.6640625,6762.6953125
3710.9375,3955.078125,5185.546875,6762.6953125
3710.9375,3940.4296875,5195.3125,6728.515625
3710.9375,3950.1953125,5166.015625,6748.046875
3725.5859375,3950.1953125,5170.8984375,6743.1640625
3735.3515625,3959.9609375,5151.3671875,6708.984375
3745.1171875,3945.3125,5156.25,6713.8671875
3745.1171875,3959.9609375,5156.25,6713.8671875
3740.234375,3959.9609375,5141.6015625,6738.28125
3735.3515625,3979.4921875,5141.6015625,6694.3359375
3730.46875,3969.7265625,5146.484375,6684.5703125
3730.46875,3969.7265625,5126.953125,6679.6875
3745.1171875,3959.9609375,5146.484375,6665.0390625
3701.171875,3989.2578125,5117.1875,6655.2734375
3720.703125,3999.0234375,5112.3046875,6674.8046875
3725.5859375,4018.5546875,5102.5390625,6655.2734375
3710.9375,4003.90625,5102.5390625,6650.390625
3701.171875,3989.2578125,5107.421875,6640.625
3710.9375,3989.2578125,5107.421875,6645.5078125
3691.40625,3999.0234375,5083.0078125,6630.859375
3686.5234375,4013.671875,5097.65625,6625.9765625
3686.5234375,3999.0234375,5078.125,6621.09375
3681.640625,4023.4375,5083.0078125,6630.859375
3696.2890625,4023.4375,5068.359375,6635.7421875
3696.2890625,4023.4375,5087.890625,6621.09375
3681.640625,4013.671875,5073.2421875,6621.09375
3666.9921875,4038.0859375,5073.2421875,6611.328125
3686.5234375,4023.4375,5068.359375,6606.4453125
3671.875,4047.8515625,5073.2421875,6621.09375
3676.7578125,4047.8515625,5092.7734375,6630.859375
3657.2265625,4057.6171875,5107.421875,6630.859375
3681.640625,4067.3828125,5102.5390625,6645.5078125
3671.875,4042.96875,5087.890625,6650.390625
3681.640625,4052.734375,5097.65625,6650.390625
3657.2265625,4038.0859375,5087.890625,6689.453125
3662.109375,4062.5,5112.3046875,6655.2734375
3632.8125,4033.203125,5122.0703125,6669.921875
3657.2265625,4042.96875,5122.0703125,6665.0390625
3666.9921875,3989.2578125,5122.0703125,6669.921875
3666.9921875,3999.0234375,5136.71875,6674.8046875
3662.109375,4008.7890625,5126.953125,6679.6875
3666.9921875,4013.671875,5117.1875,6684.5703125
3671.875,3984.375,5141.6015625,6684.5703125
3657.2265625,3984.375,5151.3671875,6684.5703125
3657.2265625,3979.4921875,5166.015625,6669.921875
3676.7578125,3979.4921875,5151.3671875,6708.984375
3676.7578125,3984.375,5156.25,6699.21875
3671.875,3994.140625,5175.78125,6752.9296875
3696.2890625,3994.140625,5151.3671875,6728.515625
3681.640625,3964.84375,5166.015625,6723.6328125
