x1,x2,x3,x4,x5,x6
3413.0859375,3334.9609375,3544.921875,3999.0234375,4995.1171875,6240.234375
3413.0859375,3315.4296875,3554.6875,4033.203125,4970.703125,6235.3515625
3427.734375,3334.9609375,3535.15625,4028.3203125,4970.703125,6230.46875
3403.3203125,3325.1953125,3535.15625,4047.8515625,4975.5859375,6196.2890625
3442.3828125,3315.4296875,3540.0390625,4047.8515625,4965.8203125,6220.703125
3427.734375,3325.1953125,3544.921875,4047.8515625,4975.5859375,6230.46875
3427.734375,3364.2578125,3554.6875,4042.96875,4975.5859375,6206.0546875
3437.5,3325.1953125,3544.921875,4067.3828125,4975.5859375,6206.0546875
3413.0859375,3354.4921875,3554.6875,4082.03125,4960.9375,6220.703125
3437.5,3369.140625,3540.0390625,4062.5,4941.40625,6186.5234375
3417.96875,3369.140625,3515.625,4057.6171875,4956.0546875,6196.2890625
3408.203125,3359.375,3549.8046875,4047.8515625,4970.703125,6181.640625
3413.0859375,3378.90625,3525.390625,4042.96875,5029.296875,6181.640625
3393.5546875,3393.5546875,3535.15625,4023.4375,4956.0546875,6191.40625
3417.96875,3354.4921875,3515.625,4033.203125,4980.46875,6157.2265625
3403.3203125,3388.671875,3525.390625,4023.4375,4965.8203125,6196.2890625
3408.203125,3383.7890625,3520.5078125,4023.4375,4970.703125,6176.7578125
3398.4375,3388.671875,3515.625,3989.2578125,5014.6484375,6162.109375
3383.7890625,3383.7890625,3500.9765625,4013.671875,4975.5859375,6220.703125
3378.90625,3388.671875,3486.328125,4013.671875,4990.234375,6201.171875
3374.0234375,3388.671875,3500.9765625,3999.0234375,4970.703125,6215.8203125
3349.609375,3369.140625,3476.5625,3984.375,4985.3515625,6220.703125
3378.90625,3388.671875,3491.2109375,3999.0234375,4985.3515625,6220.703125
3369.140625,3398.4375,3461.9140625,3994.140625,5000.0,6220.703125
3364.2578125,3364.2578125,3486.328125,3994.140625,5034.1796875,6215.8203125
3369.140625,3388.671875,3466.796875,3999.0234375,5009.765625,6225.5859375
3364.2578125,3403.3203125,3476.5625,3989.2578125,5024.4140625,6240.234375
3354.4921875,3398.4375,3452.1484375,3994.140625,4995.1171875,6250.0
3349.609375,3398.4375,3481.4453125,3969.7265625,5014.6484375,6215.8203125
3354.4921875,3388.671875,3466.796875,3984.375,5039.0625,6245.1171875
3334.9609375,3413.0859375,3417.96875,3984.375,5029.296875,6264.6484375
3334.9609375,3393.5546875,3461.9140625,3964.84375,5043.9453125,6245.1171875
3344.7265625,3388.671875,3447.265625,3974.609375,5029.296875,6269.53125
3330.078125,3403.3203125,3427.734375,3989.2578125,5058.59375,6254.8828125
3349.609375,3378.90625,3457.03125,3979.4921875,5063.4765625,6274.4140625
3339.84375,3383.7890625,3447.265625,3950.1953125,5058.59375,6250.0
3354.4921875,3364.2578125,3457.03125,3964.84375,5048.828125,6269.53125
3349.609375,3349.609375,3486.328125,3984.375,5039.0625,6269.53125
3344.7265625,3354.4921875,3466.796875,3969.7265625,5073.2421875,6259.765625
3359.375,3349.609375,3476.5625,3969.7265625,5078.125,6298.828125
3374.0234375,3364.2578125,3486.328125,3964.84375,5073.2421875,6279.296875
3388.671875,3339.84375,3471.6796875,3969.7265625,5073.2421875,6303.7109375
3398.4375,3359.375,3476.5625,3974.609375,5043.9453125,6303.7109375
3393.5546875,3359.375,3481.4453125,3999.0234375,5063.4765625,6289.0625
3378.90625,3349.609375,3505.859375,3974.609375,5048.828125,6333.0078125
3383.7890625,3334.9609375,3491.2109375,4003.90625,5029.296875,6303.7109375
3388.671875,3325.1953125,3491.2109375,3994.140625,5034.1796875,6318.359375
3388.671875,3334.9609375,3515.625,4013.671875,5009.765625,6323.2421875
3398.4375,3334.9609375,3500.9765625,3999.0234375,5019.53125,6289.0625
3393.5546875,3320.3125,3505.859375,4008.7890625,5014.6484375,6303.7109375
3393.5546875,3334.9609375,3496.09375,4008.7890625,5000.0,6289.0625
3417.96875,3310.546875,3530.2734375,4008.7890625,5000.0,6279.296875
3413.0859375,3325.1953125,3515.625,4038.0859375,4990.234375,6289.0625
3432.6171875,3315.4296875,3520.5078125,4023.4375,4995.1171875,6245.1171875
3403.3203125,3291.015625,3525.390625,4038.0859375,5004.8828125,6264.6484375
3417.96875,3315.4296875,3535.15625,4028.3203125,4980.46875,6235.3515625
3422.8515625,3334.9609375,3520.5078125,4038.0859375,4985.3515625,6259.765625
3432.6171875,3310.546875,3544.921875,4067.3828125,4970.703125,6240.234375
3432.6171875,3300.78125,3540.0390625,4033.203125,4975.5859375,6235.3515625
3432.6171875,3320.3125,3540.0390625,4038.0859375,4970.703125,6225.5859375
3437.5,3334.9609375,3554.6875,4042.96875,4965.8203125,6235.3515625
3432.6171875,3344.7265625,3535.15625,4052.734375,4970.703125,6225.5859375
3466.796875,3354.4921875,3544.921875,4047.8515625,4956.0546875,6201.171875
3447.265625,3354.4921875,3579.1015625,4062.5,4951.171875,6206.0546875
3427.734375,3378.90625,3559.5703125,4047.8515625,4946.2890625,6201.171875
3427.734375,3369.140625,3554.6875,4057.6171875,4946.2890625,6210.9375
3398.4375,3364.2578125,3540.0390625,4062.5,4946.2890625,6210.9375
3417.96875,3364.2578125,3544.921875,4057.6171875,4960.9375,6201.171875
3408.203125,3374.0234375,3525.390625,4062.5,4946.2890625,6210.9375
3403.3203125,3369.140625,3535.15625,4038.0859375,4936.5234375,6191.40625
3413.0859375,3364.2578125,3525.390625,4033.203125,4956.0546875,6206.0546875
3393.5546875,3364.2578125,3515.625,4028.3203125,4965.8203125,6171.875
3398.4375,3383.7890625,3515.625,4023.4375,4970.703125,6201.171875
3413.0859375,3374.0234375,3510.7421875,4013.671875,4980.46875,6186.5234375
3388.671875,3354.4921875,3491.2109375,4028.3203125,4990.234375,6196.2890625
3383.7890625,3383.7890625,3486.328125,4013.671875,4975.5859375,6191.40625
3354.4921875,3393.5546875,3496.09375,4003.90625,4990.234375,6201.171875
3374.0234375,3388.671875,3471.6796875,4003.90625,4995.1171875,6210.9375
3378.90625,3369.140625,3471.6796875,4018.5546875,5004.8828125,6206.0546875
3369.140625,3403.3203125,3471.6796875,3999.0234375,5004.8828125,6230.46875
3369.140625,3408.203125,3447.265625,3964.84375,5004.8828125,6215.8203125
3364.2578125,3398.4375,3481.4453125,3994.140625,5014.6484375,6225.5859375
3354.4921875,3403.3203125,3471.6796875,3984.375,5024.4140625,6240.234375
3359.375,3413.0859375,3457.03125,3989.2578125,5009.765625,6240.234375
3364.2578125,3427.734375,3457.03125,3999.0234375,5043.9453125,6240.234375
3349.609375,3398.4375,3457.03125,3994.140625,5039.0625,6254.8828125
3378.90625,3393.5546875,3452.1484375,3974.609375,5034.1796875,6254.8828125
3325.1953125,3393.5546875,3447.265625,3989.2578125,5029.296875,6245.1171875
3349.609375,3374.0234375,3461.9140625,3984.375,5034.1796875,6240.234375
3330.078125,3388.671875,3466.796875,3925.78125,5048.828125,6264.6484375
3349.609375,3378.90625,3437.5,3955.078125,5053.7109375,6284.1796875
3349.609375,3383.7890625,3461.9140625,3950.1953125,5058.59375,6264.6484375
3334.9609375,3374.0234375,3461.9140625,3974.609375,5063.4765625,6254.8828125
3320.3125,3408.203125,3466.796875,4008.7890625,5063.4765625,6269.53125
3344.7265625,3369.140625,3457.03125,3984.375,5058.59375,6284.1796875
3359.375,3383.7890625,3471.6796875,3959.9609375,5068.359375,6264.6484375
3383.7890625,3364.2578125,3476.5625,3989.2578125,5068.359375,6279.296875
3369.140625,3354.4921875,3481.4453125,3959.9609375,5092.7734375,6289.0625
3383.7890625,3369.140625,3471.6796875,3969.7265625,5078.125,6269.53125
3383.7890625,3359.375,3500.9765625,3979.4921875,5053.7109375,6298.828125
3374.0234375,3364.2578125,3486.328125,3964.84375,5048.828125,6298.828125
3393.5546875,3369.140625,3500.9765625,3989.2578125,5053.7109375,6313.4765625
3398.4375,3349.609375,3496.09375,3999.0234375,5034.1796875,6298.828125
3413.0859375,3344.7265625,3496.09375,4003.90625,5034.1796875,6308.59375
3398.4375,3349.609375,3510.7421875,4013.671875,4995.1171875,6313.4765625
3413.0859375,3349.609375,3505.859375,4003.90625,5029.296875,6284.1796875
3417.96875,3325.1953125,3500.9765625,4018.5546875,5043.9453125,6279.296875
3422.8515625,3339.84375,3515.625,4033.203125,5024.4140625,6289.0625
3393.5546875,3344.7265625,3510.7421875,4023.4375,5009.765625,6269.53125
3422.8515625,3339.84375,3520.5078125,4028.3203125,4995.1171875,6264.6484375
3422.8515625,3334.9609375,3496.09375,4003.90625,5000.0,6264.6484375
3413.0859375,3354.4921875,3540.0390625,4033.203125,5000.0,6254.8828125
3432.6171875,3330.078125,3525.390625,4028.3203125,4985.3515625,6240.234375
3408.203125,3354.4921875,3530.2734375,4047.8515625,4980.46875,6250.0
3432.6171875,3344.7265625,3525.390625,4038.0859375,4995.1171875,6250.0
3422.8515625,3364.2578125,3554.6875,4052.734375,4980.46875,6215.8203125
3422.8515625,3364.2578125,3535.15625,4038.0859375,4980.46875,6225.5859375
3432.6171875,3378.90625,3549.8046875,4057.6171875,4965.8203125,6220.703125
3437.5,3383.7890625,3540.0390625,4062.5,4965.8203125,6215.8203125
3442.3828125,3369.140625,3559.5703125,4042.96875,4956.0546875,6225.5859375
3437.5,3378.90625,3583.984375,4077.1484375,4970.703125,6196.2890625
3432.6171875,3383.7890625,3554.6875,4047.8515625,4975.5859375,6191.40625
3417.96875,3398.4375,3554.6875,4062.5,4936.5234375,6191.40625
3408.203125,3388.671875,3549.8046875,4062.5,4951.171875,6191.40625
3422.8515625,3383.7890625,3535.15625,4052.734375,4941.40625,6196.2890625
3413.0859375,3388.671875,3535.15625,4047.8515625,4960.9375,6191.40625
3383.7890625,3393.5546875,3535.15625,4018.5546875,4956.0546875,6206.0546875
3398.4375,3403.3203125,3540.0390625,4033.203125,4965.8203125,6201.171875
3403.3203125,3388.671875,3530.2734375,4023.4375,4941.40625,6191.40625
3398.4375,3393.5546875,3515.625,4018.5546875,4965.8203125,6196.2890625
3378.90625,3408.203125,3535.15625,4047.8515625,4956.0546875,6206.0546875
3388.671875,3413.0859375,3510.7421875,3994.140625,4970.703125,6196.2890625
3388.671875,3408.203125,3510.7421875,4018.5546875,5000.0,6210.9375
3383.7890625,3398.4375,3496.09375,4003.90625,4980.46875,6215.8203125
3369.140625,3413.0859375,3486.328125,4008.7890625,4980.46875,6220.703125
3374.0234375,3417.96875,3496.09375,3999.0234375,5004.8828125,6215.8203125
3369.140625,3408.203125,3491.2109375,3999.0234375,5009.765625,6225.5859375
3354.4921875,3417.96875,3496.09375,4018.5546875,5009.765625,6235.3515625
3369.140625,3422.8515625,3510.7421875,4003.90625,5014.6484375,6225.5859375
3354.4921875,3432.6171875,3481.4453125,3989.2578125,5019.53125,6250.0
3349.609375,3427.734375,3520.5078125,3964.84375,5034.1796875,6240.234375
3359.375,3466.796875,3466.796875,3979.4921875,5014.6484375,6254.8828125
3339.84375,3447.265625,3476.5625,3984.375,5039.0625,6240.234375
3305.6640625,3437.5,3476.5625,3969.7265625,5034.1796875,6254.8828125
3354.4921875,3427.734375,3471.6796875,3969.7265625,5048.828125,6259.765625
3334.9609375,3427.734375,3486.328125,3969.7265625,5043.9453125,6235.3515625
3344.7265625,3398.4375,3476.5625,3969.7265625,5048.828125,6269.53125
3339.84375,3403.3203125,3481.4453125,3994.140625,5043.9453125,6269.53125
3359.375,3398.4375,3427.734375,3964.84375,5043.9453125,6264.6484375
3354.4921875,3403.3203125,3481.4453125,3974.609375,5073.2421875,6279.296875
3364.2578125,3403.3203125,3461.9140625,3950.1953125,5058.59375,6289.0625
3354.4921875,3403.3203125,3476.5625,3999.0234375,5053.7109375,6293.9453125
3354.4921875,3398.4375,3486.328125,3974.609375,5068.359375,6289.0625
3388.671875,3403.3203125,3500.9765625,3994.140625,5063.4765625,6293.9453125
3374.0234375,3398.4375,3481.4453125,3979.4921875,5092.7734375,6293.9453125
3369.140625,3393.5546875,3505.859375,4003.90625,5073.2421875,6333.0078125
3393.5546875,3374.0234375,3496.09375,3999.0234375,5053.7109375,6318.359375
3398.4375,3383.7890625,3520.5078125,3984.375,5048.828125,6318.359375
3413.0859375,3364.2578125,3496.09375,4003.90625,5043.9453125,6303.7109375
3398.4375,3388.671875,3520.5078125,4003.90625,5029.296875,6328.125
3403.3203125,3383.7890625,3554.6875,4003.90625,5048.828125,6318.359375
3408.203125,3349.609375,3525.390625,4023.4375,5034.1796875,6323.2421875
