x1,x2,x3,x4,x5
3349.609375,3383.7890625,4008.7890625,4877.9296875,6308.59375
3354.4921875,3374.0234375,3994.140625,4868.1640625,6313.4765625
3344.7265625,3378.90625,3984.375,4858.3984375,6303.7109375
3349.609375,3369.140625,3989.2578125,4843.75,6269.53125
3354.4921875,3383.7890625,3994.140625,4863.28125,6303.7109375
3364.2578125,3393.5546875,3950.1953125,4868.1640625,6289.0625
3349.609375,3378.90625,3974.609375,4858.3984375,6284.1796875
3339.84375,3403.3203125,3979.4921875,4868.1640625,6274.4140625
3330.078125,3398.4375,3959.9609375,4887.6953125,6254.8828125
3315.4296875,3403.3203125,3959.9609375,4882.8125,6264.6484375
3330.078125,3378.90625,3959.9609375,4897.4609375,6235.3515625
3320.3125,3417.96875,3959.9609375,4912.109375,6259.765625
3305.6640625,3417.96875,3959.9609375,4902.34375,6240.234375
3320.3125,3398.4375,3950.1953125,4916.9921875,6240.234375
3315.4296875,3427.734375,3955.078125,4921.875,6225.5859375
3325.1953125,3437.5,3916.015625,4897.4609375,6220.703125
3295.8984375,3422.8515625,3930.6640625,4892.578125,6215.8203125
3315.4296875,3432.6171875,3935.546875,4936.5234375,6206.0546875
3295.8984375,3432.6171875,3920.8984375,4931.640625,6201.171875
3300.78125,3437.5,3906.25,4941.40625,6220.703125
3286.1328125,3452.1484375,3925.78125,4926.7578125,6191.40625
3286.1328125,3442.3828125,3940.4296875,4946.2890625,6201.171875
3291.015625,3447.265625,3945.3125,4946.2890625,6210.9375
3276.3671875,3471.6796875,3935.546875,4946.2890625,6186.5234375
3271.484375,3457.03125,3930.6640625,4951.171875,6186.5234375
3256.8359375,3447.265625,3906.25,4956.0546875,6181.640625
3286.1328125,3432.6171875,3916.015625,4975.5859375,6176.7578125
3286.1328125,3466.796875,3920.8984375,4960.9375,6162.109375
3286.1328125,3486.328125,3920.8984375,4960.9375,6186.5234375
3291.015625,3476.5625,3955.078125,4965.8203125,6196.2890625
3295.8984375,3481.4453125,3935.546875,4951.171875,6206.0546875
3305.6640625,3466.796875,3935.546875,4975.5859375,6210.9375
3300.78125,3476.5625,3950.1953125,4980.46875,6186.5234375
3305.6640625,3461.9140625,3950.1953125,4990.234375,6235.3515625
3315.4296875,3466.796875,3945.3125,4985.3515625,6210.9375
3286.1328125,3452.1484375,3940.4296875,4985.3515625,6206.0546875
3315.4296875,3457.03125,3974.609375,4960.9375,6215.8203125
3330.078125,3466.796875,3974.609375,4970.703125,6225.5859375
3330.078125,3452.1484375,3974.609375,4975.5859375,6235.3515625
3310.546875,3442.3828125,3969.7265625,4956.0546875,6235.3515625
3334.9609375,3461.9140625,3979.4921875,4956.0546875,6225.5859375
3344.7265625,3447.265625,3974.609375,4965.8203125,6230.46875
3339.84375,3437.5,3989.2578125,4951.171875,6230.46875
3354.4921875,3403.3203125,3989.2578125,4926.7578125,6225.5859375
3325.1953125,3432.6171875,3989.2578125,4931.640625,6254.8828125
3374.0234375,3408.203125,3984.375,4941.40625,6259.765625
3354.4921875,3408.203125,3994.140625,4916.9921875,6264.6484375
3344.7265625,3422.8515625,3994.140625,4931.640625,6259.765625
3315.4296875,3403.3203125,3999.0234375,4926.7578125,6274.4140625
3349.609375,3398.4375,4008.7890625,4912.109375,6284.1796875
3378.90625,3427.734375,4008.7890625,4926.7578125,6269.53125
3349.609375,3413.0859375,4018.5546875,4912.109375,6293.9453125
3364.2578125,3408.203125,4028.3203125,4902.34375,6289.0625
3369.140625,3398.4375,4033.203125,4916.9921875,6318.359375
3364.2578125,3393.5546875,4033.203125,4897.4609375,6308.59375
3374.0234375,3403.3203125,4033.203125,4887.6953125,6318.359375
3349.609375,3388.671875,4042.96875,4868.1640625,6303.7109375
3369.140625,3393.5546875,4023.4375,4892.578125,6313.4765625
3339.84375,3374.0234375,4003.90625,4887.6953125,6298.828125
3359.375,3383.7890625,3989.2578125,4887.6953125,6308.59375
3344.7265625,3383.7890625,4003.90625,4873.046875,6289.0625
3339.84375,3393.5546875,4013.671875,4868.1640625,6293.9453125
3330.078125,3388.671875,3999.0234375,4877.9296875,6293.9453125
3334.9609375,3417.96875,3979.4921875,4882.8125,6289.0625
3325.1953125,3413.0859375,3984.375,4873.046875,6259.765625
3315.4296875,3408.203125,3999.0234375,4877.9296875,6269.53125
3315.4296875,3398.4375,3989.2578125,4892.578125,6254.8828125
3320.3125,3417.96875,3974.609375,4902.34375,6245.1171875
3334.9609375,3413.0859375,3950.1953125,4926.7578125,6235.3515625
3320.3125,3417.96875,3964.84375,4897.4609375,6230.46875
3310.546875,3413.0859375,3969.7265625,4912.109375,6235.3515625
3300.78125,3422.8515625,3964.84375,4926.7578125,6240.234375
3300.78125,3417.96875,3955.078125,4931.640625,6230.46875
3305.6640625,3422.8515625,3955.078125,4941.40625,6225.5859375
3300.78125,3432.6171875,3955.078125,4941.40625,6196.2890625
3305.6640625,3437.5,3930.6640625,4931.640625,6206.0546875
3295.8984375,3427.734375,3974.609375,4912.109375,6206.0546875
3291.015625,3447.265625,3955.078125,4946.2890625,6206.0546875
3334.9609375,3452.1484375,3964.84375,4941.40625,6191.40625
3310.546875,3447.265625,3930.6640625,4951.171875,6181.640625
3300.78125,3461.9140625,3945.3125,4941.40625,6201.171875
3305.6640625,3466.796875,3945.3125,4970.703125,6181.640625
3295.8984375,3466.796875,3925.78125,4960.9375,6181.640625
3300.78125,3457.03125,3930.6640625,4956.0546875,6152.34375
3300.78125,3466.796875,3955.078125,4965.8203125,6176.7578125
3295.8984375,3461.9140625,3955.078125,4965.8203125,6181.640625
3310.546875,3486.328125,3950.1953125,4970.703125,6206.0546875
3315.4296875,3466.796875,3955.078125,4965.8203125,6191.40625
3354.4921875,3476.5625,3925.78125,4965.8203125,6206.0546875
3320.3125,3491.2109375,3950.1953125,4975.5859375,6215.8203125
3325.1953125,3481.4453125,3964.84375,4990.234375,6201.171875
3325.1953125,3461.9140625,3984.375,4985.3515625,6215.8203125
3330.078125,3457.03125,3969.7265625,4980.46875,6210.9375
3334.9609375,3442.3828125,3974.609375,4970.703125,6245.1171875
3325.1953125,3461.9140625,3984.375,4965.8203125,6230.46875
3359.375,3452.1484375,3989.2578125,4970.703125,6220.703125
3344.7265625,3452.1484375,3974.609375,4946.2890625,6245.1171875
3344.7265625,3457.03125,3989.2578125,4965.8203125,6250.0
3349.609375,3432.6171875,3984.375,4926.7578125,6250.0
3354.4921875,3417.96875,3994.140625,4951.171875,6254.8828125
3364.2578125,3417.96875,3989.2578125,4941.40625,6250.0
3359.375,3427.734375,3984.375,4941.40625,6259.765625
3374.0234375,3422.8515625,3994.140625,4931.640625,6274.4140625
3378.90625,3408.203125,4003.90625,4926.7578125,6264.6484375
3383.7890625,3417.96875,3989.2578125,4916.9921875,6279.296875
3364.2578125,3427.734375,4003.90625,4916.9921875,6289.0625
3364.2578125,3417.96875,4018.5546875,4912.109375,6274.4140625
3364.2578125,3422.8515625,4008.7890625,4902.34375,6289.0625
3369.140625,3408.203125,3989.2578125,4902.34375,6289.0625
3359.375,3417.96875,4018.5546875,4877.9296875,6298.828125
3422.8515625,3432.6171875,4028.3203125,4897.4609375,6293.9453125
3398.4375,3398.4375,4033.203125,4902.34375,6293.9453125
3383.7890625,3408.203125,4038.0859375,4877.9296875,6308.59375
3359.375,3388.671875,4033.203125,4907.2265625,6333.0078125
3369.140625,3403.3203125,4013.671875,4892.578125,6313.4765625
3374.0234375,3398.4375,4008.7890625,4892.578125,6313.4765625
3349.609375,3393.5546875,4003.90625,4892.578125,6303.7109375
3364.2578125,3403.3203125,4018.5546875,4882.8125,6293.9453125
3344.7265625,3417.96875,4003.90625,4877.9296875,6274.4140625
3354.4921875,3403.3203125,3999.0234375,4868.1640625,6289.0625
3344.7265625,3413.0859375,4003.90625,4897.4609375,6245.1171875
3349.609375,3408.203125,3994.140625,4892.578125,6259.765625
3339.84375,3422.8515625,3984.375,4887.6953125,6240.234375
3349.609375,3408.203125,3994.140625,4887.6953125,6264.6484375
3320.3125,3427.734375,4003.90625,4907.2265625,6245.1171875
3325.1953125,3437.5,3989.2578125,4921.875,6235.3515625
3330.078125,3442.3828125,3974.609375,4882.8125,6225.5859375
3325.1953125,3461.9140625,3969.7265625,4912.109375,6230.46875
3310.546875,3447.265625,3950.1953125,4936.5234375,6220.703125
3310.546875,3457.03125,3964.84375,4946.2890625,6225.5859375
3315.4296875,3447.265625,3955.078125,4951.171875,6230.46875
3310.546875,3457.03125,3969.7265625,4941.40625,6210.9375
3320.3125,3461.9140625,3959.9609375,4941.40625,6230.46875
3310.546875,3442.3828125,3950.1953125,4941.40625,6186.5234375
3310.546875,3491.2109375,3940.4296875,4960.9375,6196.2890625
3305.6640625,3466.796875,3945.3125,4946.2890625,6186.5234375
3310.546875,3471.6796875,3935.546875,4951.171875,6201.171875
3291.015625,3476.5625,3935.546875,4980.46875,6186.5234375
3305.6640625,3491.2109375,3916.015625,4965.8203125,6171.875
3325.1953125,3486.328125,3935.546875,4946.2890625,6176.7578125
3315.4296875,3476.5625,3930.6640625,4970.703125,6196.2890625
3320.3125,3481.4453125,3920.8984375,4965.8203125,6186.5234375
3330.078125,3481.4453125,3945.3125,4975.5859375,6201.171875
3291.015625,3520.5078125,3955.078125,4995.1171875,6176.7578125
3320.3125,3500.9765625,3964.84375,4985.3515625,6196.2890625
3305.6640625,3491.2109375,3950.1953125,4990.234375,6186.5234375
3330.078125,3491.2109375,3964.84375,5000.0,6225.5859375
3344.7265625,3466.796875,3979.4921875,4990.234375,6210.9375
3364.2578125,3486.328125,3979.4921875,4995.1171875,6220.703125
3349.609375,3486.328125,3974.609375,4970.703125,6230.46875
3349.609375,3447.265625,3979.4921875,4956.0546875,6230.46875
3359.375,3461.9140625,4018.5546875,4960.9375,6250.0
3374.0234375,3461.9140625,3974.609375,4970.703125,6235.3515625
3349.609375,3442.3828125,3984.375,4960.9375,6250.0
3378.90625,3452.1484375,3989.2578125,4956.0546875,6245.1171875
3339.84375,3442.3828125,3994.140625,4960.9375,6245.1171875
3369.140625,3452.1484375,4003.90625,4951.171875,6225.5859375
3364.2578125,3437.5,4008.7890625,4941.40625,6259.765625
3374.0234375,3447.265625,4013.671875,4951.171875,6245.1171875
3383.7890625,3447.265625,4013.671875,4946.2890625,6274.4140625
3378.90625,3437.5,4023.4375,4941.40625,6259.765625
3388.671875,3452.1484375,4042.96875,4946.2890625,6289.0625
3393.5546875,3442.3828125,4008.7890625,4936.5234375,6279.296875
3388.671875,3466.796875,4038.0859375,4936.5234375,6303.7109375
3393.5546875,3422.8515625,4013.671875,4916.9921875,6284.1796875
3413.0859375,3432.6171875,4028.3203125,4916.9921875,6293.9453125
3403.3203125,3417.96875,4038.0859375,4912.109375,6279.296875
3403.3203125,3432.6171875,4023.4375,4916.9921875,6308.59375
3408.203125,3408.203125,4047.8515625,4921.875,6298.828125
3388.671875,3427.734375,4052.734375,4912.109375,6303.7109375
3388.671875,3403.3203125,4042.96875,4897.4609375,6308.59375
3383.7890625,3413.0859375,4013.671875,4902.34375,6308.59375
3364.2578125,3432.6171875,4018.5546875,4892.578125,6308.59375
3374.0234375,3427.734375,4038.0859375,4897.4609375,6308.59375
3364.2578125,3427.734375,4033.203125,4892.578125,6293.9453125
3359.375,3417.96875,4023.4375,4882.8125,6303.7109375
3359.375,3427.734375,4003.90625,4916.9921875,6293.9453125
3359.375,3417.96875,4018.5546875,4902.34375,6279.296875
3364.2578125,3432.6171875,4008.7890625,4902.34375,6289.0625
3354.4921875,3417.96875,4003.90625,4873.046875,6240.234375
3349.609375,3447.265625,3999.0234375,4921.875,6259.765625
3339.84375,3447.265625,4003.90625,4912.109375,6235.3515625
3354.4921875,3452.1484375,3984.375,4897.4609375,6245.1171875
3334.9609375,3461.9140625,3989.2578125,4907.2265625,6254.8828125
3354.4921875,3457.03125,3979.4921875,4936.5234375,6215.8203125
3344.7265625,3447.265625,3984.375,4941.40625,6235.3515625
3334.9609375,3466.796875,3969.7265625,4941.40625,6215.8203125
3330.078125,3461.9140625,3969.7265625,4946.2890625,6230.46875
3344.7265625,3471.6796875,3959.9609375,4941.40625,6215.8203125
3330.078125,3481.4453125,3984.375,4970.703125,6196.2890625
3315.4296875,3466.796875,3959.9609375,4946.2890625,6215.8203125
3320.3125,3481.4453125,3935.546875,4960.9375,6201.171875
3305.6640625,3476.5625,3940.4296875,4946.2890625,6191.40625
3315.4296875,3500.9765625,3945.3125,4965.8203125,6206.0546875
3325.1953125,3461.9140625,3925.78125,4960.9375,6186.5234375
3305.6640625,3491.2109375,3940.4296875,4970.703125,6191.40625
3325.1953125,3491.2109375,3964.84375,4965.8203125,6201.171875
3325.1953125,3500.9765625,3959.9609375,4985.3515625,6191.40625
3300.78125,3510.7421875,3955.078125,4965.8203125,6206.0546875
3339.84375,3520.5078125,3964.84375,5014.6484375,6162.109375
3339.84375,3525.390625,3974.609375,4985.3515625,6201.171875
3334.9609375,3530.2734375,3955.078125,4995.1171875,6206.0546875
3339.84375,3515.625,3969.7265625,5014.6484375,6206.0546875
3339.84375,3510.7421875,3989.2578125,4990.234375,6235.3515625
3359.375,3500.9765625,3989.2578125,5014.6484375,6215.8203125
3344.7265625,3505.859375,3974.609375,5004.8828125,6245.1171875
3359.375,3515.625,3989.2578125,5014.6484375,6250.0
3383.7890625,3496.09375,3994.140625,4985.3515625,6254.8828125
3354.4921875,3481.4453125,3994.140625,5000.0,6240.234375
3378.90625,3466.796875,3994.140625,4980.46875,6215.8203125
3388.671875,3461.9140625,4008.7890625,4965.8203125,6230.46875
3383.7890625,3476.5625,4013.671875,4970.703125,6245.1171875
3388.671875,3461.9140625,4023.4375,4931.640625,6250.0
3383.7890625,3442.3828125,4023.4375,4956.0546875,6264.6484375
3378.90625,3457.03125,4023.4375,4946.2890625,6259.765625
3393.5546875,3447.265625,4028.3203125,4946.2890625,6279.296875
3383.7890625,3432.6171875,4018.5546875,4931.640625,6254.8828125
3398.4375,3442.3828125,4042.96875,4946.2890625,6269.53125
3369.140625,3437.5,4052.734375,4926.7578125,6284.1796875
3403.3203125,3447.265625,4028.3203125,4941.40625,6318.359375
3408.203125,3437.5,4033.203125,4926.7578125,6308.59375
3408.203125,3432.6171875,4052.734375,4926.7578125,6303.7109375
3413.0859375,3437.5,4047.8515625,4907.2265625,6293.9453125
3413.0859375,3432.6171875,4047.8515625,4916.9921875,6328.125
3417.96875,3432.6171875,4038.0859375,4926.7578125,6323.2421875
3427.734375,3422.8515625,4062.5,4926.7578125,6313.4765625
3398.4375,3466.796875,4052.734375,4907.2265625,6337.890625
3393.5546875,3432.6171875,4047.8515625,4897.4609375,6333.0078125
3422.8515625,3417.96875,4038.0859375,4907.2265625,6333.0078125
3378.90625,3432.6171875,4038.0859375,4907.2265625,6303.7109375
3374.0234375,3413.0859375,4052.734375,4907.2265625,6303.7109375
3393.5546875,3442.3828125,4047.8515625,4897.4609375,6303.7109375
3369.140625,3437.5,4052.734375,4941.40625,6298.828125
3378.90625,3422.8515625,4023.4375,4912.109375,6293.9453125
3364.2578125,3422.8515625,4013.671875,4916.9921875,6289.0625
3383.7890625,3442.3828125,4013.671875,4912.109375,6259.765625
3359.375,3447.265625,4003.90625,4921.875,6250.0
3359.375,3452.1484375,4013.671875,4907.2265625,6279.296875
3330.078125,3437.5,3999.0234375,4931.640625,6264.6484375
3349.609375,3457.03125,3989.2578125,4926.7578125,6259.765625
3364.2578125,3457.03125,3999.0234375,4936.5234375,6240.234375
3344.7265625,3457.03125,4003.90625,4941.40625,6235.3515625
3330.078125,3476.5625,3994.140625,4907.2265625,6240.234375
3334.9609375,3471.6796875,3979.4921875,4936.5234375,6230.46875
3339.84375,3471.6796875,3989.2578125,4946.2890625,6220.703125
3349.609375,3476.5625,3984.375,4960.9375,6210.9375
3334.9609375,3500.9765625,3984.375,4951.171875,6225.5859375
3334.9609375,3481.4453125,3974.609375,4970.703125,6201.171875
3349.609375,3481.4453125,3984.375,4951.171875,6225.5859375
3334.9609375,3491.2109375,3979.4921875,4956.0546875,6191.40625
3325.1953125,3476.5625,3979.4921875,4965.8203125,6201.171875
3334.9609375,3505.859375,3955.078125,4970.703125,6196.2890625
3325.1953125,3471.6796875,3959.9609375,4951.171875,6186.5234375
3339.84375,3481.4453125,3955.078125,4965.8203125,6196.2890625
3330.078125,3496.09375,4008.7890625,4990.234375,6186.5234375
3330.078125,3510.7421875,3974.609375,4990.234375,6181.640625
3349.609375,3486.328125,3984.375,5000.0,6201.171875
3349.609375,3525.390625,3964.84375,5009.765625,6210.9375
3354.4921875,3520.5078125,3989.2578125,5004.8828125,6201.171875
3354.4921875,3515.625,3984.375,5014.6484375,6196.2890625
3344.7265625,3496.09375,4013.671875,5000.0,6215.8203125
3359.375,3505.859375,4008.7890625,5014.6484375,6245.1171875
3369.140625,3505.859375,3989.2578125,5004.8828125,6235.3515625
3369.140625,3491.2109375,4008.7890625,5009.765625,6215.8203125
3349.609375,3486.328125,3989.2578125,4990.234375,6250.0
3398.4375,3476.5625,4033.203125,4985.3515625,6254.8828125
3388.671875,3505.859375,4023.4375,4990.234375,6235.3515625
3383.7890625,3491.2109375,4028.3203125,4985.3515625,6250.0
3374.0234375,3461.9140625,4018.5546875,4975.5859375,6274.4140625
3374.0234375,3452.1484375,4042.96875,4965.8203125,6298.828125
3403.3203125,3442.3828125,4023.4375,4946.2890625,6279.296875
3378.90625,3452.1484375,4047.8515625,4951.171875,6264.6484375
3408.203125,3437.5,4042.96875,4951.171875,6289.0625
3417.96875,3413.0859375,4047.8515625,4946.2890625,6284.1796875
3408.203125,3422.8515625,4047.8515625,4956.0546875,6293.9453125
3408.203125,3427.734375,4062.5,4946.2890625,6289.0625
3408.203125,3471.6796875,4052.734375,4936.5234375,6308.59375
3408.203125,3442.3828125,4028.3203125,4941.40625,6303.7109375
3398.4375,3437.5,4067.3828125,4941.40625,6318.359375
3417.96875,3437.5,4062.5,4936.5234375,6289.0625
3413.0859375,3417.96875,4067.3828125,4926.7578125,6303.7109375
3437.5,3422.8515625,4077.1484375,4941.40625,6323.2421875
3388.671875,3432.6171875,4062.5,4916.9921875,6318.359375
3408.203125,3413.0859375,4042.96875,4931.640625,6347.65625
3403.3203125,3432.6171875,4062.5,4921.875,6328.125
3393.5546875,3432.6171875,4042.96875,4907.2265625,6337.890625
3393.5546875,3417.96875,4052.734375,4916.9921875,6333.0078125
3403.3203125,3437.5,4033.203125,4897.4609375,6313.4765625
3374.0234375,3432.6171875,4023.4375,4907.2265625,6308.59375
3369.140625,3442.3828125,4028.3203125,4902.34375,6284.1796875
3369.140625,3447.265625,4013.671875,4912.109375,6293.9453125
3359.375,3447.265625,4023.4375,4916.9921875,6284.1796875
3354.4921875,3452.1484375,4018.5546875,4951.171875,6298.828125
3344.7265625,3476.5625,4018.5546875,4946.2890625,6274.4140625
3359.375,3452.1484375,3989.2578125,4936.5234375,6269.53125
3354.4921875,3461.9140625,4018.5546875,4941.40625,6254.8828125
3339.84375,3452.1484375,4003.90625,4931.640625,6269.53125
3349.609375,3447.265625,4047.8515625,4956.0546875,6245.1171875
3334.9609375,3471.6796875,4008.7890625,4946.2890625,6245.1171875
3330.078125,3461.9140625,4003.90625,4936.5234375,6245.1171875
3339.84375,3471.6796875,4008.7890625,4946.2890625,6220.703125
3315.4296875,3461.9140625,3994.140625,4956.0546875,6225.5859375
3325.1953125,3461.9140625,3989.2578125,4951.171875,6191.40625
3325.1953125,3481.4453125,3984.375,4941.40625,6215.8203125
3310.546875,3486.328125,3974.609375,4956.0546875,6220.703125
3305.6640625,3486.328125,3979.4921875,4965.8203125,6215.8203125
3320.3125,3510.7421875,3989.2578125,4960.9375,6215.8203125
3330.078125,3510.7421875,3969.7265625,4970.703125,6206.0546875
3349.609375,3491.2109375,3964.84375,4980.46875,6191.40625
3344.7265625,3500.9765625,3979.4921875,4970.703125,6201.171875
3330.078125,3500.9765625,3969.7265625,5004.8828125,6196.2890625
3344.7265625,3491.2109375,3979.4921875,4995.1171875,6215.8203125
3339.84375,3530.2734375,3974.609375,5014.6484375,6196.2890625
3344.7265625,3505.859375,3974.609375,4990.234375,6210.9375
3334.9609375,3520.5078125,3979.4921875,5024.4140625,6201.171875
3339.84375,3520.5078125,3984.375,5004.8828125,6220.703125
3359.375,3544.921875,3989.2578125,5034.1796875,6230.46875
3354.4921875,3520.5078125,3984.375,5014.6484375,6235.3515625
3354.4921875,3500.9765625,4003.90625,5024.4140625,6235.3515625
3359.375,3496.09375,3994.140625,4995.1171875,6245.1171875
3374.0234375,3505.859375,3994.140625,5004.8828125,6254.8828125
3354.4921875,3496.09375,4008.7890625,4990.234375,6250.0
3378.90625,3481.4453125,4008.7890625,5009.765625,6250.0
3378.90625,3491.2109375,4018.5546875,4985.3515625,6269.53125
3364.2578125,3476.5625,3999.0234375,4975.5859375,6269.53125
3378.90625,3461.9140625,4023.4375,4975.5859375,6259.765625
3388.671875,3471.6796875,4028.3203125,4970.703125,6284.1796875
