x1,x2,x3,x4
3081.0546875,3120.1171875,3271.484375,3647.4609375
3085.9375,3120.1171875,3251.953125,3706.0546875
3085.9375,3125.0,3242.1875,3642.578125
3071.2890625,3139.6484375,3242.1875,3598.6328125
3081.0546875,3125.0,3227.5390625,3613.28125
3061.5234375,3125.0,3222.65625,3598.6328125
3071.2890625,3154.296875,3217.7734375,3613.28125
3046.875,3129.8828125,3193.359375,3627.9296875
3037.109375,3120.1171875,3203.125,3623.046875
3051.7578125,3227.5390625,3193.359375,3618.1640625
3041.9921875,3066.40625,3198.2421875,3632.8125
3017.578125,3120.1171875,3188.4765625,3627.9296875
3017.578125,3134.765625,3193.359375,3652.34375
3027.34375,3154.296875,3208.0078125,3637.6953125
3032.2265625,3149.4140625,3183.59375,3647.4609375
3012.6953125,3125.0,3198.2421875,3627.9296875
3041.9921875,3081.0546875,3203.125,3647.4609375
3007.8125,3100.5859375,3208.0078125,3642.578125
3027.34375,3115.234375,3188.4765625,3652.34375
3041.9921875,3095.703125,3168.9453125,3647.4609375
3017.578125,3085.9375,3203.125,3662.109375
3056.640625,3066.40625,3173.828125,3662.109375
3041.9921875,3076.171875,3159.1796875,3666.9921875
3056.640625,3071.2890625,3193.359375,3642.578125
3046.875,3076.171875,3154.296875,3647.4609375
3051.7578125,3066.40625,3041.9921875,3652.34375
3061.5234375,3041.9921875,3334.9609375,3657.2265625
3041.9921875,3046.875,3188.4765625,3671.875
3076.171875,3061.5234375,3012.6953125,3671.875
3095.703125,3037.109375,3115.234375,3686.5234375
3134.765625,3046.875,3251.953125,3686.5234375
3178.7109375,3041.9921875,3198.2421875,3681.640625
3110.3515625,3032.2265625,3134.765625,3686.5234375
3085.9375,2954.1015625,3203.125,3671.875
3090.8203125,2949.21875,3237.3046875,3701.171875
3081.0546875,2958.984375,3183.59375,3740.234375
3081.0546875,3081.0546875,3178.7109375,3730.46875
3125.0,3037.109375,3198.2421875,3745.1171875
3178.7109375,3032.2265625,3212.890625,3710.9375
3134.765625,3027.34375,3193.359375,3730.46875
3100.5859375,3027.34375,3193.359375,3745.1171875
3120.1171875,3037.109375,3198.2421875,3725.5859375
3115.234375,3027.34375,3193.359375,3754.8828125
3085.9375,3017.578125,3208.0078125,3730.46875
3120.1171875,3027.34375,3212.890625,3730.46875
3076.171875,3046.875,3222.65625,3720.703125
3105.46875,3032.2265625,3232.421875,3671.875
3085.9375,3046.875,3237.3046875,3696.2890625
3095.703125,3041.9921875,3261.71875,3710.9375
3061.5234375,3056.640625,3232.421875,3696.2890625
3066.40625,3051.7578125,3237.3046875,3671.875
3066.40625,3061.5234375,3232.421875,3691.40625
3056.640625,3066.40625,3247.0703125,3666.9921875
3066.40625,3061.5234375,3237.3046875,3666.9921875
2978.515625,3056.640625,3247.0703125,3671.875
3134.765625,3066.40625,3227.5390625,3686.5234375
3100.5859375,3085.9375,3222.65625,3701.171875
3066.40625,3149.4140625,3222.65625,3696.2890625
3046.875,3198.2421875,3203.125,3676.7578125
3017.578125,3159.1796875,3212.890625,3408.203125
3002.9296875,3134.765625,3242.1875,3872.0703125
2993.1640625,3232.421875,3217.7734375,3676.7578125
2998.046875,2802.734375,3208.0078125,3500.9765625
2993.1640625,3232.421875,3212.890625,3613.28125
2978.515625,3198.2421875,3203.125,3725.5859375
2993.1640625,3168.9453125,3198.2421875,3652.34375
2993.1640625,3129.8828125,3193.359375,3588.8671875
2998.046875,3076.171875,3198.2421875,3623.046875
2988.28125,3041.9921875,3178.7109375,3632.8125
2988.28125,3051.7578125,3164.0625,3618.1640625
2993.1640625,3105.46875,3193.359375,3613.28125
2993.1640625,3120.1171875,3159.1796875,3662.109375
3012.6953125,3105.46875,3154.296875,3647.4609375
3012.6953125,3041.9921875,3168.9453125,3637.6953125
2998.046875,3051.7578125,3168.9453125,3662.109375
3027.34375,3032.2265625,3129.8828125,3579.1015625
3076.171875,2988.28125,3173.828125,3618.1640625
3066.40625,2988.28125,3154.296875,3671.875
3203.125,2998.046875,3129.8828125,3681.640625
3173.828125,3110.3515625,3139.6484375,3676.7578125
3046.875,3066.40625,3139.6484375,3681.640625
2993.1640625,3041.9921875,3144.53125,3686.5234375
2988.28125,3027.34375,3144.53125,3681.640625
3032.2265625,3061.5234375,3159.1796875,3671.875
3110.3515625,3037.109375,3154.296875,3681.640625
3081.0546875,3032.2265625,3154.296875,3671.875
3081.0546875,3046.875,3159.1796875,3686.5234375
3066.40625,3032.2265625,3144.53125,3710.9375
3051.7578125,3046.875,3168.9453125,3676.7578125
3061.5234375,3041.9921875,3178.7109375,3696.2890625
3076.171875,3032.2265625,3232.421875,3710.9375
3085.9375,3012.6953125,3159.1796875,3710.9375
3134.765625,3007.8125,3237.3046875,3710.9375
3081.0546875,3012.6953125,3256.8359375,3706.0546875
3046.875,3027.34375,3203.125,3706.0546875
3056.640625,3017.578125,3198.2421875,3715.8203125
3076.171875,3022.4609375,3217.7734375,3720.703125
3002.9296875,3017.578125,3203.125,3725.5859375
3027.34375,3002.9296875,3222.65625,3730.46875
3041.9921875,3007.8125,3217.7734375,3686.5234375
3076.171875,3037.109375,3222.65625,3706.0546875
3115.234375,3041.9921875,3237.3046875,3745.1171875
3090.8203125,3027.34375,3212.890625,3706.0546875
3071.2890625,3041.9921875,3242.1875,3710.9375
3095.703125,3046.875,3261.71875,3706.0546875
3051.7578125,3041.9921875,3237.3046875,3754.8828125
3046.875,3071.2890625,3232.421875,3740.234375
3051.7578125,3071.2890625,3256.8359375,3769.53125
3056.640625,3071.2890625,3247.0703125,3759.765625
3066.40625,3066.40625,3247.0703125,3720.703125
3051.7578125,3056.640625,3256.8359375,3696.2890625
3056.640625,3056.640625,3276.3671875,3681.640625
3037.109375,3085.9375,3251.953125,3681.640625
3041.9921875,3061.5234375,3242.1875,3676.7578125
3061.5234375,3081.0546875,3232.421875,3652.34375
3027.34375,3061.5234375,3154.296875,3662.109375
3027.34375,3076.171875,3041.9921875,3662.109375
3022.4609375,3085.9375,3149.4140625,3652.34375
3017.578125,3056.640625,2944.3359375,3657.2265625
3002.9296875,3081.0546875,3300.78125,3652.34375
2988.28125,3076.171875,3222.65625,3647.4609375
3002.9296875,3071.2890625,3300.78125,3637.6953125
2993.1640625,3076.171875,3271.484375,3647.4609375
3002.9296875,3100.5859375,3164.0625,3657.2265625
2993.1640625,3076.171875,3149.4140625,3642.578125
2998.046875,3105.46875,3149.4140625,3632.8125
3002.9296875,3095.703125,3193.359375,3637.6953125
3012.6953125,3066.40625,3217.7734375,3647.4609375
3012.6953125,3085.9375,3198.2421875,3647.4609375
3022.4609375,3066.40625,3183.59375,3657.2265625
3037.109375,3081.0546875,3159.1796875,3662.109375
3012.6953125,3066.40625,3125.0,3627.9296875
3027.34375,3056.640625,3149.4140625,3798.828125
3017.578125,3066.40625,3173.828125,3706.0546875
3046.875,3027.34375,3149.4140625,3637.6953125
3022.4609375,3032.2265625,3168.9453125,3657.2265625
3022.4609375,3027.34375,3144.53125,3647.4609375
3046.875,3012.6953125,3144.53125,3657.2265625
3037.109375,3022.4609375,3232.421875,3676.7578125
3037.109375,3041.9921875,3154.296875,3676.7578125
3022.4609375,3027.34375,3237.3046875,3681.640625
3032.2265625,3027.34375,3227.5390625,3696.2890625
3032.2265625,3032.2265625,3212.890625,3676.7578125
3051.7578125,3022.4609375,3193.359375,3740.234375
3041.9921875,3041.9921875,3193.359375,3710.9375
3061.5234375,3012.6953125,3183.59375,3681.640625
3046.875,2993.1640625,3183.59375,3701.171875
3056.640625,3037.109375,3212.890625,3701.171875
3076.171875,3012.6953125,3198.2421875,3710.9375
3081.0546875,2626.953125,3217.7734375,3720.703125
3076.171875,3168.9453125,3208.0078125,3735.3515625
3105.46875,3037.109375,3227.5390625,4125.9765625
3071.2890625,2861.328125,3217.7734375,3505.859375
3066.40625,3002.9296875,3232.421875,3715.8203125
3081.0546875,3081.0546875,3222.65625,3881.8359375
3095.703125,2993.1640625,3227.5390625,3808.59375
3090.8203125,2973.6328125,3237.3046875,3759.765625
3061.5234375,3051.7578125,3232.421875,3784.1796875
3066.40625,3046.875,3144.53125,3588.8671875
3056.640625,3032.2265625,3134.765625,3642.578125
3051.7578125,3041.9921875,3159.1796875,3686.5234375
3041.9921875,3071.2890625,3232.421875,3745.1171875
2797.8515625,3051.7578125,3198.2421875,3725.5859375
3227.5390625,3046.875,3208.0078125,3706.0546875
3041.9921875,3095.703125,3247.0703125,3701.171875
2875.9765625,3046.875,3261.71875,3696.2890625
3007.8125,3041.9921875,3251.953125,3706.0546875
3115.234375,3041.9921875,3251.953125,3725.5859375
3002.9296875,3037.109375,3266.6015625,3691.40625
2968.75,3061.5234375,3256.8359375,3701.171875
3032.2265625,3066.40625,3266.6015625,3681.640625
3046.875,3061.5234375,3232.421875,3666.9921875
3007.8125,3085.9375,3232.421875,3666.9921875
3002.9296875,3081.0546875,3227.5390625,3671.875
3012.6953125,3066.40625,3232.421875,3676.7578125
3002.9296875,3081.0546875,3212.890625,3662.109375
2993.1640625,3115.234375,3222.65625,3686.5234375
2963.8671875,3095.703125,3212.890625,3652.34375
3022.4609375,3085.9375,3217.7734375,3579.1015625
2998.046875,3095.703125,3178.7109375,3554.6875
2988.28125,3081.0546875,3164.0625,3481.4453125
3007.8125,3081.0546875,3149.4140625,3535.15625
3007.8125,3066.40625,3188.4765625,3598.6328125
3012.6953125,3061.5234375,3178.7109375,3642.578125
3022.4609375,3076.171875,3173.828125,3652.34375
3002.9296875,3061.5234375,3168.9453125,3671.875
3012.6953125,3056.640625,3178.7109375,3632.8125
3017.578125,3046.875,3168.9453125,3632.8125
2998.046875,3056.640625,3168.9453125,3691.40625
3012.6953125,3061.5234375,3178.7109375,3657.2265625
3017.578125,3051.7578125,3188.4765625,3671.875
3007.8125,3056.640625,3188.4765625,3706.0546875
3012.6953125,3041.9921875,3168.9453125,3691.40625
3017.578125,3046.875,3164.0625,3671.875
3041.9921875,3041.9921875,3168.9453125,3681.640625
3037.109375,3027.34375,3159.1796875,3701.171875
3027.34375,3027.34375,3168.9453125,3681.640625
3046.875,3027.34375,3168.9453125,3691.40625
3071.2890625,3017.578125,3159.1796875,3706.0546875
3037.109375,3007.8125,3173.828125,3706.0546875
3051.7578125,3007.8125,3159.1796875,3701.171875
3066.40625,3002.9296875,3183.59375,3701.171875
3027.34375,3022.4609375,3183.59375,3696.2890625
3051.7578125,3012.6953125,3183.59375,3666.9921875
3056.640625,3032.2265625,3178.7109375,3676.7578125
3046.875,3022.4609375,3339.84375,3710.9375
3041.9921875,3017.578125,3217.7734375,3710.9375
3051.7578125,3027.34375,3076.171875,3710.9375
3066.40625,3037.109375,3115.234375,3740.234375
3056.640625,3027.34375,3295.8984375,3710.9375
3076.171875,3012.6953125,3266.6015625,3710.9375
3061.5234375,3046.875,3164.0625,3725.5859375
3071.2890625,3032.2265625,3203.125,3740.234375
3081.0546875,3022.4609375,3256.8359375,3754.8828125
3090.8203125,3017.578125,3222.65625,3745.1171875
3081.0546875,3037.109375,3227.5390625,3740.234375
3081.0546875,3037.109375,3256.8359375,3710.9375
3051.7578125,3037.109375,3247.0703125,3715.8203125
3066.40625,3027.34375,3242.1875,3715.8203125
3051.7578125,3051.7578125,3222.65625,3681.640625
3066.40625,3032.2265625,3232.421875,3701.171875
3032.2265625,3037.109375,3247.0703125,3676.7578125
3051.7578125,3046.875,3247.0703125,3701.171875
3022.4609375,3056.640625,3247.0703125,3686.5234375
3022.4609375,3061.5234375,3242.1875,3652.34375
3046.875,3051.7578125,3261.71875,3676.7578125
3032.2265625,3061.5234375,3256.8359375,3662.109375
3022.4609375,3076.171875,3237.3046875,3671.875
3022.4609375,3051.7578125,3276.3671875,3637.6953125
3046.875,3071.2890625,3232.421875,3652.34375
3022.4609375,3085.9375,3222.65625,3637.6953125
3032.2265625,3061.5234375,3222.65625,3637.6953125
3032.2265625,3071.2890625,3212.890625,3618.1640625
3017.578125,3154.296875,3198.2421875,3652.34375
3022.4609375,3164.0625,3183.59375,3652.34375
3012.6953125,3164.0625,3193.359375,3666.9921875
3002.9296875,3173.828125,3173.828125,3657.2265625
2998.046875,3110.3515625,3188.4765625,3618.1640625
3002.9296875,3066.40625,3208.0078125,3623.046875
3007.8125,3085.9375,3178.7109375,3706.0546875
3012.6953125,3085.9375,3173.828125,3647.4609375
3017.578125,3090.8203125,3183.59375,3559.5703125
2983.3984375,3291.015625,3198.2421875,3535.15625
3027.34375,3076.171875,3173.828125,3696.2890625
3022.4609375,3090.8203125,3173.828125,3662.109375
3027.34375,3188.4765625,3188.4765625,3618.1640625
3022.4609375,3129.8828125,3164.0625,3632.8125
3032.2265625,3041.9921875,3164.0625,3691.40625
3027.34375,2988.28125,3159.1796875,3647.4609375
3041.9921875,3017.578125,3149.4140625,3642.578125
3032.2265625,3046.875,3139.6484375,3662.109375
3032.2265625,3081.0546875,3125.0,3662.109375
3076.171875,3081.0546875,3154.296875,3686.5234375
3046.875,3066.40625,3159.1796875,3691.40625
3315.4296875,3027.34375,3173.828125,3701.171875
2797.8515625,2998.046875,3193.359375,3706.0546875
3154.296875,3022.4609375,3164.0625,3691.40625
3276.3671875,3007.8125,3168.9453125,3701.171875
2993.1640625,3100.5859375,3168.9453125,3696.2890625
3022.4609375,3007.8125,3193.359375,3691.40625
3007.8125,2944.3359375,3178.7109375,3686.5234375
3002.9296875,2983.3984375,3188.4765625,3701.171875
3076.171875,3007.8125,3208.0078125,3701.171875
3115.234375,3007.8125,3193.359375,3706.0546875
3129.8828125,3017.578125,3188.4765625,3710.9375
3115.234375,3002.9296875,3203.125,3715.8203125
3100.5859375,3022.4609375,3208.0078125,3710.9375
3061.5234375,3037.109375,3212.890625,3715.8203125
3061.5234375,3041.9921875,3203.125,3735.3515625
3090.8203125,3032.2265625,3208.0078125,3735.3515625
3090.8203125,3037.109375,3208.0078125,3730.46875
3100.5859375,3051.7578125,3232.421875,3720.703125
3090.8203125,3046.875,3310.546875,3725.5859375
3051.7578125,3051.7578125,3305.6640625,3710.9375
3061.5234375,3061.5234375,3242.1875,3701.171875
3061.5234375,3037.109375,3266.6015625,3715.8203125
3071.2890625,3061.5234375,3242.1875,3686.5234375
3056.640625,3061.5234375,3212.890625,3676.7578125
3056.640625,3066.40625,3222.65625,3686.5234375
3037.109375,3076.171875,3242.1875,3662.109375
3061.5234375,3144.53125,3256.8359375,3662.109375
3046.875,3002.9296875,3237.3046875,3652.34375
3071.2890625,2978.515625,3237.3046875,3706.0546875
3154.296875,3022.4609375,3247.0703125,3657.2265625
3071.2890625,3061.5234375,3222.65625,3652.34375
3002.9296875,3100.5859375,3198.2421875,3637.6953125
2983.3984375,3105.46875,3232.421875,3647.4609375
2998.046875,3100.5859375,3222.65625,3637.6953125
2998.046875,3095.703125,3217.7734375,3627.9296875
2988.28125,3100.5859375,3208.0078125,3637.6953125
3012.6953125,3120.1171875,3203.125,3627.9296875
3007.8125,3120.1171875,3193.359375,3637.6953125
3007.8125,3100.5859375,3178.7109375,3613.28125
3007.8125,3129.8828125,3183.59375,3627.9296875
3002.9296875,3120.1171875,3183.59375,3627.9296875
3002.9296875,3120.1171875,3168.9453125,3623.046875
3022.4609375,3105.46875,3164.0625,3623.046875
3017.578125,3105.46875,3461.9140625,3637.6953125
3007.8125,3115.234375,2739.2578125,3632.8125
3007.8125,3100.5859375,3061.5234375,3618.1640625
3017.578125,3115.234375,3261.71875,3730.46875
3032.2265625,3212.890625,3227.5390625,3515.625
3022.4609375,3144.53125,3125.0,3598.6328125
3056.640625,3061.5234375,3139.6484375,3666.9921875
3032.2265625,3076.171875,3105.46875,3681.640625
3095.703125,3081.0546875,3115.234375,3696.2890625
2954.1015625,3056.640625,3159.1796875,3691.40625
2968.75,3046.875,3198.2421875,3681.640625
3012.6953125,3032.2265625,3183.59375,3676.7578125
3051.7578125,3071.2890625,3134.765625,3662.109375
3071.2890625,3061.5234375,3149.4140625,3657.2265625
3081.0546875,3085.9375,3154.296875,3676.7578125
3081.0546875,3090.8203125,3154.296875,3701.171875
3061.5234375,3051.7578125,3188.4765625,3681.640625
3081.0546875,3056.640625,3178.7109375,3706.0546875
