x1,x2,x3,x4
0.0,4624.0234375,8100.5859375,12382.8125
0.0,4628.90625,8100.5859375,12343.75
0.0,4633.7890625,8071.2890625,12329.1015625
0.0,4589.84375,8085.9375,12329.1015625
0.0,4609.375,8061.5234375,12319.3359375
0.0,4614.2578125,8051.7578125,12285.15625
0.0,4614.2578125,8037.109375,12285.15625
0.0,4619.140625,8032.2265625,12270.5078125
0.0,4619.140625,8022.4609375,12255.859375
0.0,4628.90625,8012.6953125,12250.9765625
0.0,4609.375,7998.046875,12246.09375
0.0,4648.4375,8017.578125,12221.6796875
0.0,4628.90625,7988.28125,12246.09375
0.0,4643.5546875,7973.6328125,12211.9140625
0.0,4648.4375,7978.515625,12192.3828125
0.0,4658.203125,7963.8671875,12192.3828125
0.0,4648.4375,7958.984375,12192.3828125
0.0,4667.96875,7954.1015625,12172.8515625
0.0,4667.96875,7944.3359375,12163.0859375
0.0,4663.0859375,7924.8046875,12138.671875
0.0,4702.1484375,7934.5703125,12143.5546875
0.0,4687.5,7929.6875,12138.671875
0.0,4682.6171875,7905.2734375,12114.2578125
0.0,4687.5,7885.7421875,12124.0234375
0.0,4687.5,7915.0390625,12124.0234375
0.0,4697.265625,7875.9765625,12128.90625
0.0,4697.265625,7915.0390625,12143.5546875
0.0,4702.1484375,7939.453125,12138.671875
0.0,4702.1484375,7910.15625,12143.5546875
0.0,4702.1484375,7910.15625,12153.3203125
0.0,4702.1484375,7915.0390625,12167.96875
0.0,4702.1484375,7919.921875,12172.8515625
0.0,4707.03125,7929.6875,12207.03125
0.0,4711.9140625,7944.3359375,12177.734375
0.0,4687.5,7919.921875,12182.6171875
0.0,4716.796875,7958.984375,12197.265625
0.0,4711.9140625,7963.8671875,12187.5
0.0,4682.6171875,7939.453125,12211.9140625
0.0,4707.03125,7968.75,12216.796875
0.0,4702.1484375,7968.75,12207.03125
0.0,4692.3828125,7988.28125,12221.6796875
0.0,4677.734375,7963.8671875,12231.4453125
0.0,4672.8515625,7988.28125,12221.6796875
0.0,4672.8515625,7988.28125,12231.4453125
0.0,4653.3203125,7973.6328125,12250.9765625
0.0,4648.4375,7978.515625,12246.09375
0.0,4648.4375,8027.34375,12265.625
0.0,4609.375,8007.8125,12275.390625
0.0,4643.5546875,8022.4609375,12285.15625
0.0,4628.90625,8017.578125,12270.5078125
0.0,4633.7890625,8012.6953125,12290.0390625
0.0,4638.671875,8027.34375,12319.3359375
0.0,4609.375,8022.4609375,12299.8046875
0.0,4638.671875,8017.578125,12329.1015625
0.0,4609.375,8037.109375,12309.5703125
0.0,4609.375,8037.109375,12314.453125
0.0,4604.4921875,8037.109375,12333.984375
0.0,4599.609375,8041.9921875,12299.8046875
0.0,4599.609375,8022.4609375,12294.921875
0.0,4589.84375,8007.8125,12265.625
0.0,4604.4921875,7993.1640625,12265.625
0.0,4580.078125,7988.28125,12260.7421875
0.0,4584.9609375,8002.9296875,12241.2109375
0.0,4575.1953125,7978.515625,12221.6796875
0.0,4555.6640625,7983.3984375,12216.796875
0.0,4609.375,7973.6328125,12207.03125
0.0,4599.609375,7949.21875,12182.6171875
0.0,4580.078125,7949.21875,12177.734375
0.0,4614.2578125,7949.21875,12172.8515625
0.0,4609.375,7939.453125,12158.203125
0.0,4614.2578125,7934.5703125,12177.734375
0.0,4633.7890625,7929.6875,12143.5546875
0.0,4628.90625,7905.2734375,12167.96875
0.0,4619.140625,7910.15625,12128.90625
0.0,4653.3203125,7900.390625,12138.671875
0.0,4624.0234375,7900.390625,12114.2578125
0.0,4633.7890625,7900.390625,12133.7890625
0.0,4643.5546875,7890.625,12104.4921875
0.0,4653.3203125,7871.09375,12104.4921875
0.0,4638.671875,7861.328125,12084.9609375
0.0,4653.3203125,7871.09375,12109.375
0.0,4667.96875,7856.4453125,12099.609375
0.0,4672.8515625,7861.328125,12094.7265625
0.0,4658.203125,7866.2109375,12114.2578125
0.0,4653.3203125,7875.9765625,12128.90625
0.0,4663.0859375,7895.5078125,12109.375
0.0,4682.6171875,7890.625,12138.671875
0.0,4672.8515625,7890.625,12124.0234375
0.0,4663.0859375,7910.15625,12143.5546875
0.0,4667.96875,7900.390625,12148.4375
0.0,4663.0859375,7919.921875,12153.3203125
0.0,4648.4375,7919.921875,12163.0859375
0.0,4672.8515625,7924.8046875,12182.6171875
0.0,4677.734375,7915.0390625,12202.1484375
0.0,4663.0859375,7924.8046875,12182.6171875
0.0,4653.3203125,7949.21875,12182.6171875
0.0,4667.96875,7934.5703125,12216.796875
0.0,4653.3203125,7949.21875,12197.265625
0.0,4643.5546875,7993.1640625,12211.9140625
0.0,4638.671875,7973.6328125,12211.9140625
0.0,4638.671875,7958.984375,12221.6796875
0.0,4619.140625,7968.75,12226.5625
0.0,4633.7890625,7949.21875,12236.328125
0.0,4604.4921875,7954.1015625,12260.7421875
0.0,4619.140625,7963.8671875,12255.859375
0.0,4614.2578125,7988.28125,12255.859375
0.0,4609.375,7988.28125,12275.390625
0.0,4604.4921875,7988.28125,12275.390625
0.0,4609.375,8022.4609375,12270.5078125
0.0,4599.609375,7998.046875,12290.0390625
0.0,4614.2578125,7993.1640625,12294.921875
0.0,4589.84375,8007.8125,12290.0390625
0.0,4594.7265625,8017.578125,12294.921875
0.0,4584.9609375,7993.1640625,12294.921875
0.0,4594.7265625,8007.8125,12280.2734375
0.0,4584.9609375,8022.4609375,12275.390625
0.0,4584.9609375,7973.6328125,12270.5078125
0.0,4580.078125,7968.75,12231.4453125
0.0,4575.1953125,7954.1015625,12207.03125
0.0,4565.4296875,7949.21875,12211.9140625
0.0,4584.9609375,7949.21875,12167.96875
0.0,4575.1953125,7939.453125,12207.03125
0.0,4584.9609375,7944.3359375,12187.5
0.0,4565.4296875,7924.8046875,12187.5
0.0,4565.4296875,7915.0390625,12177.734375
0.0,4580.078125,7954.1015625,12163.0859375
0.0,4599.609375,7910.15625,12148.4375
0.0,4580.078125,7910.15625,12153.3203125
0.0,4609.375,7910.15625,12119.140625
0.0,4580.078125,7900.390625,12114.2578125
0.0,4599.609375,7895.5078125,12119.140625
0.0,4599.609375,7900.390625,12114.2578125
0.0,4624.0234375,7890.625,12119.140625
0.0,4599.609375,7866.2109375,12109.375
0.0,4624.0234375,7861.328125,12089.84375
0.0,4628.90625,7856.4453125,12109.375
0.0,4609.375,7856.4453125,12075.1953125
0.0,4633.7890625,7851.5625,12065.4296875
0.0,4628.90625,7846.6796875,12080.078125
0.0,4643.5546875,7846.6796875,12080.078125
0.0,4643.5546875,7861.328125,12084.9609375
0.0,4648.4375,7861.328125,12104.4921875
0.0,4638.671875,7885.7421875,12124.0234375
0.0,4658.203125,7885.7421875,12124.0234375
0.0,4643.5546875,7880.859375,12153.3203125
0.0,4653.3203125,7875.9765625,12153.3203125
0.0,4653.3203125,7885.7421875,12133.7890625
0.0,4663.0859375,7895.5078125,12148.4375
0.0,4667.96875,7905.2734375,12148.4375
0.0,4658.203125,7895.5078125,12177.734375
0.0,4677.734375,7885.7421875,12167.96875
0.0,4667.96875,7915.0390625,12187.5
0.0,4633.7890625,7905.2734375,12202.1484375
0.0,4638.671875,7915.0390625,12192.3828125
0.0,4638.671875,7939.453125,12202.1484375
0.0,4594.7265625,7924.8046875,12207.03125
0.0,4633.7890625,7939.453125,12207.03125
0.0,4614.2578125,7954.1015625,12202.1484375
0.0,4624.0234375,7949.21875,12246.09375
